Datetime,Open,High,Low,Close,Volume
2024-03-04 01:00:00+00:00,189.958,190.134,189.929,190.057,5527
2024-03-04 02:00:00+00:00,190.058,190.208,190.017,190.207,4563
2024-03-04 03:00:00+00:00,190.205,190.22,190.111,190.176,4009
2024-03-04 04:00:00+00:00,190.178,190.288,190.173,190.273,2709
2024-03-04 05:00:00+00:00,190.272,190.346,190.268,190.324,3181
2024-03-04 06:00:00+00:00,190.324,190.468,190.284,190.445,4074
2024-03-04 07:00:00+00:00,190.448,190.598,190.421,190.567,8934
2024-03-04 08:00:00+00:00,190.568,190.648,190.238,190.526,10382
2024-03-04 09:00:00+00:00,190.528,190.558,190.384,190.478,8712
2024-03-04 10:00:00+00:00,190.478,190.733,190.472,190.661,8139
2024-03-04 11:00:00+00:00,190.659,190.761,190.6,190.696,7516
2024-03-04 12:00:00+00:00,190.698,190.764,190.592,190.686,7357
2024-03-04 13:00:00+00:00,190.683,190.796,190.65,190.747,10030
2024-03-04 14:00:00+00:00,190.748,190.936,190.734,190.81,10076
2024-03-04 15:00:00+00:00,190.812,191.118,190.783,191.086,11760
2024-03-04 16:00:00+00:00,191.086,191.194,191.02,191.05,9275
2024-03-04 17:00:00+00:00,191.044,191.132,191.022,191.114,6680
2024-03-04 18:00:00+00:00,191.114,191.118,191.037,191.08,3609
2024-03-04 19:00:00+00:00,191.079,191.086,191.003,191.061,4844
2024-03-04 20:00:00+00:00,191.064,191.092,190.985,191.005,4698
2024-03-04 21:00:00+00:00,191.002,191.046,190.949,191.035,2452
2024-03-04 22:00:00+00:00,191.052,191.093,190.926,190.94,4497
2024-03-04 23:00:00+00:00,190.94,191.054,190.862,190.922,2952
2024-03-05 00:00:00+00:00,190.928,191.01,190.841,190.901,5888
2024-03-05 01:00:00+00:00,190.902,190.956,190.825,190.948,5992
2024-03-05 02:00:00+00:00,190.948,191.034,190.864,190.911,4768
2024-03-05 03:00:00+00:00,190.912,190.989,190.883,190.983,3540
2024-03-05 04:00:00+00:00,190.984,191.004,190.914,190.941,3772
2024-03-05 05:00:00+00:00,190.94,190.974,190.848,190.884,4283
2024-03-05 06:00:00+00:00,190.884,190.924,190.74,190.772,4433
2024-03-05 07:00:00+00:00,190.772,190.844,190.554,190.685,7261
2024-03-05 08:00:00+00:00,190.686,190.772,190.54,190.691,8661
2024-03-05 09:00:00+00:00,190.692,190.833,190.656,190.812,7607
