Datetime,Open,High,Low,Close,Volume
2024-03-04 01:00:00+00:00,149.982,150.211,149.974,150.129,5110
2024-03-04 02:00:00+00:00,150.128,150.19,150.1,150.176,3892
2024-03-04 03:00:00+00:00,150.174,150.196,150.112,150.164,3258
2024-03-04 04:00:00+00:00,150.162,150.268,150.144,150.255,2198
2024-03-04 05:00:00+00:00,150.254,150.322,150.224,150.304,2741
2024-03-04 06:00:00+00:00,150.304,150.39,150.27,150.358,3100
2024-03-04 07:00:00+00:00,150.358,150.402,150.298,150.31,6355
2024-03-04 08:00:00+00:00,150.31,150.384,150.173,150.377,6692
2024-03-04 09:00:00+00:00,150.378,150.398,150.192,150.248,6779
2024-03-04 10:00:00+00:00,150.248,150.466,150.248,150.419,5642
2024-03-04 11:00:00+00:00,150.416,150.466,150.386,150.424,4479
2024-03-04 12:00:00+00:00,150.424,150.448,150.343,150.446,4802
2024-03-04 13:00:00+00:00,150.445,150.57,150.436,150.461,6353
2024-03-04 14:00:00+00:00,150.46,150.554,150.314,150.336,6897
2024-03-04 15:00:00+00:00,150.336,150.502,150.33,150.485,6748
2024-03-04 16:00:00+00:00,150.484,150.526,150.432,150.452,5749
2024-03-04 17:00:00+00:00,150.446,150.545,150.435,150.526,5293
2024-03-04 18:00:00+00:00,150.524,150.56,150.487,150.556,3413
2024-03-04 19:00:00+00:00,150.556,150.564,150.497,150.552,3803
2024-03-04 20:00:00+00:00,150.554,150.56,150.486,150.516,3283
2024-03-04 21:00:00+00:00,150.516,150.54,150.5,150.522,1486
2024-03-04 22:00:00+00:00,150.538,150.55,150.432,150.444,852
2024-03-04 23:00:00+00:00,150.446,150.546,150.385,150.457,3387
2024-03-05 00:00:00+00:00,150.459,150.488,150.352,150.4,6342
2024-03-05 01:00:00+00:00,150.401,150.486,150.386,150.466,5345
2024-03-05 02:00:00+00:00,150.465,150.54,150.454,150.498,3680
2024-03-05 03:00:00+00:00,150.496,150.512,150.443,150.5,3857
2024-03-05 04:00:00+00:00,150.499,150.538,150.484,150.533,3744
2024-03-05 05:00:00+00:00,150.532,150.546,150.464,150.5,4680
2024-03-05 06:00:00+00:00,150.5,150.546,150.464,150.482,5046
2024-03-05 07:00:00+00:00,150.485,150.505,150.35,150.42,4899
2024-03-05 08:00:00+00:00,150.422,150.488,150.346,150.448,5665
2024-03-05 09:00:00+00:00,150.448,150.464,150.372,150.418,4804
2024-03-05 10:00:00+00:00,150.417,150.43,150.39,150.411,3878
2024-03-05 11:00:00+00:00,150.41,150.442,150.366,150.418,3878
2024-03-05 12:00:00+00:00,150.417,150.44,150.376,150.396,3931
2024-03-05 13:00:00+00:00,150.396,150.396,150.064,150.09,10202
2024-03-05 14:00:00+00:00,150.088,150.184,150.0,150.131,9619
2024-03-05 15:00:00+00:00,150.058,150.076,149.706,149.982,15009
2024-03-05 16:00:00+00:00,149.98,150.228,149.966,150.148,9228
2024-03-05 17:00:00+00:00,150.147,150.174,150.054,150.094,6565
2024-03-05 18:00:00+00:00,150.095,150.115,149.976,149.98,7073
2024-03-05 19:00:00+00:00,149.978,150.053,149.927,149.936,6930
2024-03-05 20:00:00+00:00,149.936,149.957,149.839,149.921,6031
2024-03-05 21:00:00+00:00,149.922,150.086,149.911,150.062,2058
2024-03-05 22:00:00+00:00,150.045,150.07,150.024,150.028,576
2024-03-05 23:00:00+00:00,150.023,150.053,149.814,150.052,3038
2024-03-06 00:00:00+00:00,150.05,150.086,149.9,149.996,5469
2024-03-06 01:00:00+00:00,149.994,150.044,149.958,150.031,4583
2024-03-06 02:00:00+00:00,150.028,150.03,149.896,149.906,3411
2024-03-06 03:00:00+00:00,149.908,149.994,149.908,149.98,2934
2024-03-06 04:00:00+00:00,149.978,150.024,149.934,149.94,3014
2024-03-06 05:00:00+00:00,149.941,149.942,149.809,149.914,3149
2024-03-06 06:00:00+00:00,149.916,149.94,149.829,149.846,3809
2024-03-06 07:00:00+00:00,149.844,149.846,149.326,149.536,10073
2024-03-06 08:00:00+00:00,149.538,149.808,149.531,149.751,7349
2024-03-06 09:00:00+00:00,149.752,149.866,149.622,149.646,6871
2024-03-06 10:00:00+00:00,149.646,149.811,149.57,149.744,6341
2024-03-06 11:00:00+00:00,149.743,149.8,149.688,149.713,4602
2024-03-06 12:00:00+00:00,149.714,149.747,149.558,149.634,4678
2024-03-06 13:00:00+00:00,149.635,149.702,149.336,149.368,12645
2024-03-06 14:00:00+00:00,149.364,149.448,149.272,149.39,9321
2024-03-06 15:00:00+00:00,149.39,149.645,149.262,149.37,13209
2024-03-06 16:00:00+00:00,149.37,149.449,149.13,149.178,8592
2024-03-06 17:00:00+00:00,149.178,149.357,149.096,149.326,9024
2024-03-06 18:00:00+00:00,149.326,149.332,149.202,149.267,6074
2024-03-06 19:00:00+00:00,149.268,149.387,149.256,149.346,7975
2024-03-06 20:00:00+00:00,149.347,149.472,149.347,149.354,5514
2024-03-06 21:00:00+00:00,149.359,149.452,149.358,149.41,2241
2024-03-06 22:00:00+00:00,149.372,149.384,149.292,149.332,1107
2024-03-06 23:00:00+00:00,149.334,149.338,149.196,149.266,3422
2024-03-07 00:00:00+00:00,149.262,149.262,148.882,148.898,9571
2024-03-07 01:00:00+00:00,148.893,148.976,148.56,148.618,11878
2024-03-07 02:00:00+00:00,148.614,148.796,148.604,148.756,7851
2024-03-07 03:00:00+00:00,148.757,148.772,148.606,148.67,7019
2024-03-07 04:00:00+00:00,148.669,148.672,148.403,148.552,7318
2024-03-07 05:00:00+00:00,148.552,148.682,148.512,148.638,5389
2024-03-07 06:00:00+00:00,148.638,148.68,148.12,148.197,8928
2024-03-07 07:00:00+00:00,148.198,148.252,147.936,147.938,9724
2024-03-07 08:00:00+00:00,147.942,148.104,147.81,147.932,9278
2024-03-07 09:00:00+00:00,147.931,148.112,147.834,147.986,6872
2024-03-07 10:00:00+00:00,147.985,147.997,147.868,147.869,6171
2024-03-07 11:00:00+00:00,147.863,147.909,147.769,147.839,5820
2024-03-07 12:00:00+00:00,147.836,147.882,147.682,147.833,6451
2024-03-07 13:00:00+00:00,147.834,147.929,147.586,147.769,14772
2024-03-07 14:00:00+00:00,147.77,148.224,147.734,148.122,15287
2024-03-07 15:00:00+00:00,148.122,148.3,148.018,148.14,10882
2024-03-07 16:00:00+00:00,148.14,148.182,147.89,148.094,11585
2024-03-07 17:00:00+00:00,148.09,148.236,148.084,148.11,9325
2024-03-07 18:00:00+00:00,148.111,148.129,148.026,148.111,5802
2024-03-07 19:00:00+00:00,148.112,148.134,148.004,148.007,4996
2024-03-07 20:00:00+00:00,148.008,148.112,147.996,148.08,4719
2024-03-07 21:00:00+00:00,148.076,148.079,148.004,148.032,1982
2024-03-07 22:00:00+00:00,148.048,148.05,147.865,147.918,1986
2024-03-07 23:00:00+00:00,147.916,147.945,147.827,147.866,2617
2024-03-08 00:00:00+00:00,147.864,147.895,147.524,147.75,7179
2024-03-08 01:00:00+00:00,147.749,148.12,147.654,147.976,8339
2024-03-08 02:00:00+00:00,147.976,148.092,147.878,147.968,7492
2024-03-08 03:00:00+00:00,147.969,148.056,147.807,147.817,5586
2024-03-08 04:00:00+00:00,147.816,147.906,147.775,147.855,5125
2024-03-08 05:00:00+00:00,147.856,147.87,147.776,147.804,4543
2024-03-08 06:00:00+00:00,147.801,147.99,147.801,147.855,4812
2024-03-08 07:00:00+00:00,147.853,148.048,147.8,147.883,7753
2024-03-08 08:00:00+00:00,147.884,147.97,147.802,147.816,6826
2024-03-08 09:00:00+00:00,147.816,147.826,146.874,147.137,12566
2024-03-08 10:00:00+00:00,147.136,147.21,146.954,147.101,7731
2024-03-08 11:00:00+00:00,147.1,147.123,146.953,147.102,5202
2024-03-08 12:00:00+00:00,147.101,147.241,147.085,147.232,4718
2024-03-08 13:00:00+00:00,147.232,147.5,146.482,146.966,20120
2024-03-08 14:00:00+00:00,146.968,147.049,146.69,146.894,18384
2024-03-08 15:00:00+00:00,146.891,147.236,146.848,147.032,11272
2024-03-08 16:00:00+00:00,147.032,147.26,147.028,147.178,10360
2024-03-08 17:00:00+00:00,147.176,147.188,147.026,147.028,10472
2024-03-08 18:00:00+00:00,147.028,147.146,146.99,147.069,8518
2024-03-08 19:00:00+00:00,147.066,147.163,147.045,147.048,6308
2024-03-08 20:00:00+00:00,147.05,147.108,147.03,147.06,4572
2024-03-08 21:00:00+00:00,147.06,147.112,147.037,147.077,1969
2024-03-10 21:00:00+00:00,147.053,147.161,147.028,147.093,371
2024-03-10 22:00:00+00:00,147.088,147.131,146.949,147.05,1890
2024-03-10 23:00:00+00:00,147.051,147.051,146.71,146.8,4812
2024-03-11 00:00:00+00:00,146.801,146.933,146.671,146.764,7670
2024-03-11 01:00:00+00:00,146.768,146.896,146.536,146.877,8213
2024-03-11 02:00:00+00:00,146.878,147.092,146.874,147.074,4751
2024-03-11 03:00:00+00:00,147.075,147.076,146.918,146.937,3923
2024-03-11 04:00:00+00:00,146.938,147.051,146.889,146.904,4113
2024-03-11 05:00:00+00:00,146.902,147.084,146.866,146.976,4360
2024-03-11 06:00:00+00:00,146.976,147.066,146.872,146.922,4781
2024-03-11 07:00:00+00:00,146.922,147.028,146.732,146.75,7281
2024-03-11 08:00:00+00:00,146.749,146.859,146.633,146.721,8627
2024-03-11 09:00:00+00:00,146.72,146.74,146.486,146.614,6927
2024-03-11 10:00:00+00:00,146.614,146.708,146.534,146.67,5856
2024-03-11 11:00:00+00:00,146.671,146.745,146.622,146.647,4996
2024-03-11 12:00:00+00:00,146.649,146.9,146.622,146.826,6526
2024-03-11 13:00:00+00:00,146.828,146.974,146.762,146.968,7665
2024-03-11 14:00:00+00:00,146.97,147.149,146.958,146.992,6957
2024-03-11 15:00:00+00:00,146.992,147.048,146.83,146.862,7200
2024-03-11 16:00:00+00:00,146.863,146.942,146.814,146.873,5749
2024-03-11 17:00:00+00:00,146.872,146.936,146.744,146.922,6607
2024-03-11 18:00:00+00:00,146.92,147.056,146.918,146.947,4644
2024-03-11 19:00:00+00:00,146.946,146.981,146.935,146.968,3681
2024-03-11 20:00:00+00:00,146.967,146.981,146.926,146.944,2531
2024-03-11 21:00:00+00:00,146.942,146.986,146.93,146.978,1492
2024-03-11 22:00:00+00:00,146.978,146.982,146.901,146.952,2271
2024-03-11 23:00:00+00:00,146.951,146.954,146.718,146.736,5438
2024-03-12 00:00:00+00:00,146.738,146.887,146.622,146.871,7760
2024-03-12 01:00:00+00:00,146.872,146.997,146.855,146.938,5622
2024-03-12 02:00:00+00:00,146.936,147.429,146.934,147.418,9053
2024-03-12 03:00:00+00:00,147.42,147.436,147.324,147.394,5857
2024-03-12 04:00:00+00:00,147.394,147.44,147.329,147.385,4837
2024-03-12 05:00:00+00:00,147.386,147.6,147.346,147.52,5876
2024-03-12 06:00:00+00:00,147.52,147.579,147.21,147.4,8996
2024-03-12 07:00:00+00:00,147.4,147.448,147.277,147.337,6682
2024-03-12 08:00:00+00:00,147.336,147.488,147.283,147.328,6938
2024-03-12 09:00:00+00:00,147.328,147.434,147.31,147.426,4497
2024-03-12 10:00:00+00:00,147.426,147.574,147.315,147.33,5453
2024-03-12 11:00:00+00:00,147.331,147.462,147.317,147.436,5055
2024-03-12 12:00:00+00:00,147.438,148.176,147.07,147.65,20021
2024-03-12 13:00:00+00:00,147.65,147.986,147.642,147.81,15922
2024-03-12 14:00:00+00:00,147.805,147.966,147.71,147.902,9613
2024-03-12 15:00:00+00:00,147.904,147.906,147.688,147.698,6781
2024-03-12 16:00:00+00:00,147.7,147.792,147.644,147.703,5886
2024-03-12 17:00:00+00:00,147.702,147.796,147.662,147.788,6701
2024-03-12 18:00:00+00:00,147.79,147.799,147.644,147.692,5601
2024-03-12 19:00:00+00:00,147.69,147.72,147.66,147.682,3954
2024-03-12 20:00:00+00:00,147.682,147.693,147.642,147.656,2361
2024-03-12 21:00:00+00:00,147.66,147.672,147.626,147.636,682
2024-03-12 22:00:00+00:00,147.638,147.646,147.566,147.583,1893
2024-03-12 23:00:00+00:00,147.584,147.654,147.552,147.622,2222
2024-03-13 00:00:00+00:00,147.622,147.638,147.368,147.374,6413
2024-03-13 01:00:00+00:00,147.372,147.45,147.234,147.423,7057
2024-03-13 02:00:00+00:00,147.423,147.54,147.33,147.375,4951
2024-03-13 03:00:00+00:00,147.376,147.444,147.286,147.382,3869
2024-03-13 04:00:00+00:00,147.383,147.587,147.376,147.575,4300
2024-03-13 05:00:00+00:00,147.576,147.647,147.546,147.57,4944
2024-03-13 06:00:00+00:00,147.572,147.794,147.5,147.745,5910
2024-03-13 07:00:00+00:00,147.746,147.766,147.566,147.68,8045
2024-03-13 08:00:00+00:00,147.678,147.891,147.641,147.875,7004
2024-03-13 09:00:00+00:00,147.876,148.048,147.708,147.992,8072
