Datetime,Open,High,Low,Close,Volume
2024-03-04 01:00:00+00:00,1.66066,1.66232,1.66055,1.66192,5030
2024-03-04 02:00:00+00:00,1.66192,1.66292,1.66116,1.66156,4029
2024-03-04 03:00:00+00:00,1.66156,1.66256,1.66146,1.6625,3545
2024-03-04 04:00:00+00:00,1.6625,1.66361,1.6625,1.6632,2118
2024-03-04 05:00:00+00:00,1.6632,1.66416,1.66309,1.66406,2288
2024-03-04 06:00:00+00:00,1.66408,1.66418,1.66212,1.66231,3419
2024-03-04 07:00:00+00:00,1.66232,1.6643,1.66212,1.66328,5892
2024-03-04 08:00:00+00:00,1.66326,1.66464,1.66208,1.66436,6574
2024-03-04 09:00:00+00:00,1.66434,1.66444,1.66275,1.66316,6431
2024-03-04 10:00:00+00:00,1.66316,1.66459,1.66286,1.664,5806
2024-03-04 11:00:00+00:00,1.664,1.66505,1.6639,1.6644,4008
2024-03-04 12:00:00+00:00,1.66441,1.66464,1.6628,1.66324,5046
2024-03-04 13:00:00+00:00,1.66324,1.66588,1.66324,1.66471,6809
2024-03-04 14:00:00+00:00,1.6647,1.66652,1.66456,1.66534,7300
2024-03-04 15:00:00+00:00,1.66536,1.66767,1.66527,1.66652,7870
2024-03-04 16:00:00+00:00,1.66651,1.66666,1.6653,1.66588,6508
2024-03-04 17:00:00+00:00,1.66586,1.66666,1.66574,1.66664,4907
2024-03-04 18:00:00+00:00,1.66666,1.66749,1.6664,1.66714,3429
2024-03-04 19:00:00+00:00,1.66715,1.66804,1.66706,1.66764,3141
2024-03-04 20:00:00+00:00,1.66766,1.66802,1.66734,1.6678,3034
2024-03-04 21:00:00+00:00,1.6678,1.66816,1.66761,1.6677,2321
2024-03-04 22:00:00+00:00,1.66676,1.66814,1.66676,1.66742,4787
2024-03-04 23:00:00+00:00,1.66756,1.66888,1.66748,1.66809,1860
2024-03-05 00:00:00+00:00,1.66808,1.66837,1.66709,1.66758,3608
2024-03-05 01:00:00+00:00,1.66757,1.6681,1.6669,1.66696,4218
2024-03-05 02:00:00+00:00,1.66696,1.66968,1.6668,1.66911,3864
2024-03-05 03:00:00+00:00,1.6691,1.66936,1.66828,1.66919,4127
2024-03-05 04:00:00+00:00,1.66916,1.66946,1.66863,1.66897,2254
2024-03-05 05:00:00+00:00,1.66898,1.67226,1.66898,1.67226,3195
2024-03-05 06:00:00+00:00,1.67225,1.67444,1.67136,1.6736,3479
2024-03-05 07:00:00+00:00,1.67362,1.67422,1.67229,1.67272,4058
2024-03-05 08:00:00+00:00,1.67273,1.67426,1.67252,1.67392,5786
2024-03-05 09:00:00+00:00,1.67393,1.67443,1.6725,1.6729,5275
2024-03-05 10:00:00+00:00,1.67283,1.673,1.67024,1.67082,4902
2024-03-05 11:00:00+00:00,1.6708,1.67144,1.6705,1.67107,4325
2024-03-05 12:00:00+00:00,1.67107,1.6717,1.671,1.67162,4629
2024-03-05 13:00:00+00:00,1.67163,1.67174,1.66966,1.67008,7632
2024-03-05 14:00:00+00:00,1.6701,1.6706,1.66868,1.6701,7953
2024-03-05 15:00:00+00:00,1.6701,1.67014,1.66714,1.66721,11460
2024-03-05 16:00:00+00:00,1.6672,1.67029,1.6672,1.66941,6927
2024-03-05 17:00:00+00:00,1.6694,1.6697,1.6676,1.66809,4781
2024-03-05 18:00:00+00:00,1.66808,1.66834,1.66711,1.66788,5220
2024-03-05 19:00:00+00:00,1.66788,1.66888,1.66784,1.66878,5730
2024-03-05 20:00:00+00:00,1.66878,1.66927,1.66853,1.66905,5204
2024-03-05 21:00:00+00:00,1.66903,1.66936,1.66877,1.66922,3378
2024-03-05 22:00:00+00:00,1.66928,1.66996,1.66854,1.66962,1859
2024-03-05 23:00:00+00:00,1.6697,1.66979,1.66862,1.66913,1745
2024-03-06 00:00:00+00:00,1.66916,1.67092,1.66915,1.67066,4463
2024-03-06 01:00:00+00:00,1.67068,1.671,1.6685,1.66873,5319
2024-03-06 02:00:00+00:00,1.66877,1.66909,1.66658,1.66669,4265
2024-03-06 03:00:00+00:00,1.66668,1.66707,1.66565,1.66566,2821
2024-03-06 04:00:00+00:00,1.66564,1.6662,1.66506,1.6659,1952
2024-03-06 05:00:00+00:00,1.6659,1.66614,1.66506,1.66568,2604
2024-03-06 06:00:00+00:00,1.66566,1.6667,1.66524,1.66632,3825
2024-03-06 07:00:00+00:00,1.66626,1.66668,1.66471,1.66639,7068
2024-03-06 08:00:00+00:00,1.6664,1.66852,1.6664,1.66725,7081
2024-03-06 09:00:00+00:00,1.66726,1.66836,1.66704,1.66708,5458
2024-03-06 10:00:00+00:00,1.66707,1.66826,1.66699,1.66792,4732
2024-03-06 11:00:00+00:00,1.66796,1.66805,1.66647,1.6665,4378
