Datetime,Open,High,Low,Close,Volume
2024-03-04 01:00:00+00:00,1.26656,1.26657,1.26562,1.26598,3449
2024-03-04 02:00:00+00:00,1.26598,1.26658,1.26559,1.26655,2446
2024-03-04 03:00:00+00:00,1.26655,1.26665,1.26622,1.26646,1540
2024-03-04 04:00:00+00:00,1.26646,1.26668,1.26624,1.26634,1269
2024-03-04 05:00:00+00:00,1.26633,1.26666,1.26611,1.26624,1757
2024-03-04 06:00:00+00:00,1.26626,1.26674,1.2661,1.26661,2709
2024-03-04 07:00:00+00:00,1.26663,1.26784,1.26633,1.26784,4750
2024-03-04 08:00:00+00:00,1.26784,1.26798,1.26658,1.267,5667
2024-03-04 09:00:00+00:00,1.26698,1.26798,1.26662,1.26778,5251
2024-03-04 10:00:00+00:00,1.26778,1.26797,1.26731,1.26752,4136
2024-03-04 11:00:00+00:00,1.26753,1.26792,1.26712,1.26774,3216
2024-03-04 12:00:00+00:00,1.26775,1.26837,1.2672,1.26746,4341
2024-03-04 13:00:00+00:00,1.26746,1.26784,1.26658,1.26776,5496
2024-03-04 14:00:00+00:00,1.26777,1.26932,1.26728,1.26924,5719
2024-03-04 15:00:00+00:00,1.26924,1.27002,1.26868,1.26978,5608
2024-03-04 16:00:00+00:00,1.2698,1.27066,1.26921,1.26986,4788
2024-03-04 17:00:00+00:00,1.26985,1.27018,1.26912,1.26966,3845
2024-03-04 18:00:00+00:00,1.26966,1.26978,1.26914,1.26915,2801
2024-03-04 19:00:00+00:00,1.26916,1.26944,1.26899,1.26908,3132
2024-03-04 20:00:00+00:00,1.26908,1.26938,1.26889,1.269,3163
2024-03-04 21:00:00+00:00,1.26904,1.26916,1.26856,1.26914,917
2024-03-04 22:00:00+00:00,1.2692,1.26938,1.26892,1.2691,1320
2024-03-04 23:00:00+00:00,1.2691,1.26938,1.26894,1.26894,1023
2024-03-05 00:00:00+00:00,1.26898,1.2695,1.26888,1.26927,2415
2024-03-05 01:00:00+00:00,1.26926,1.26932,1.26872,1.26904,3139
2024-03-05 02:00:00+00:00,1.26906,1.2691,1.26824,1.26854,3370
2024-03-05 03:00:00+00:00,1.26854,1.2691,1.26845,1.26899,2028
2024-03-05 04:00:00+00:00,1.269,1.26909,1.26841,1.26842,1698
2024-03-05 05:00:00+00:00,1.26838,1.26876,1.26812,1.26833,2164
