Datetime,Open,High,Low,Close,Volume
2024-03-04 01:00:00+00:00,0.85634,0.85648,0.85626,0.85629,861
2024-03-04 02:00:00+00:00,0.85628,0.85643,0.85627,0.8563,616
2024-03-04 03:00:00+00:00,0.85629,0.85636,0.85616,0.85624,692
2024-03-04 04:00:00+00:00,0.85622,0.85638,0.85619,0.8563,324
2024-03-04 05:00:00+00:00,0.8563,0.85645,0.85628,0.85644,453
2024-03-04 06:00:00+00:00,0.85642,0.85648,0.85631,0.85638,669
2024-03-04 07:00:00+00:00,0.8564,0.85666,0.85602,0.8561,1752
2024-03-04 08:00:00+00:00,0.8561,0.85636,0.85556,0.85594,2405
2024-03-04 09:00:00+00:00,0.85594,0.85623,0.85574,0.85576,2293
2024-03-04 10:00:00+00:00,0.85576,0.85638,0.85559,0.85629,1963
2024-03-04 11:00:00+00:00,0.8563,0.85654,0.85612,0.85634,1701
2024-03-04 12:00:00+00:00,0.85634,0.85636,0.85543,0.85548,1985
2024-03-04 13:00:00+00:00,0.8555,0.85615,0.85548,0.85576,1800
2024-03-04 14:00:00+00:00,0.85575,0.85591,0.8554,0.85563,2143
2024-03-04 15:00:00+00:00,0.85562,0.85586,0.85522,0.85552,2066
2024-03-04 16:00:00+00:00,0.85554,0.85561,0.85513,0.85534,1893
2024-03-04 17:00:00+00:00,0.85534,0.8555,0.85502,0.85521,1269
2024-03-04 18:00:00+00:00,0.85522,0.85546,0.85513,0.8554,806
2024-03-04 19:00:00+00:00,0.85539,0.85552,0.85536,0.85545,994
2024-03-04 20:00:00+00:00,0.85548,0.85557,0.85536,0.85548,865
2024-03-04 21:00:00+00:00,0.85546,0.85572,0.85534,0.85536,689
2024-03-04 22:00:00+00:00,0.85526,0.85556,0.85517,0.85528,2397
2024-03-04 23:00:00+00:00,0.85528,0.85552,0.85528,0.85538,416
2024-03-05 00:00:00+00:00,0.85536,0.85538,0.85495,0.85507,751
2024-03-05 01:00:00+00:00,0.85504,0.85525,0.85496,0.85496,864
2024-03-05 02:00:00+00:00,0.85497,0.85547,0.85494,0.85532,666
2024-03-05 03:00:00+00:00,0.85532,0.85538,0.85519,0.85534,546
2024-03-05 04:00:00+00:00,0.85536,0.85548,0.85525,0.85545,376
2024-03-05 05:00:00+00:00,0.85547,0.85578,0.85542,0.85568,803
2024-03-05 06:00:00+00:00,0.85568,0.85578,0.85548,0.85563,1018
2024-03-05 07:00:00+00:00,0.85562,0.85584,0.85546,0.85562,1700
2024-03-05 08:00:00+00:00,0.8556,0.85608,0.85549,0.85582,2268
2024-03-05 09:00:00+00:00,0.8558,0.856,0.85536,0.85541,1979
2024-03-05 10:00:00+00:00,0.85541,0.85578,0.8552,0.85532,1551
2024-03-05 11:00:00+00:00,0.85531,0.85587,0.85531,0.85579,1219
2024-03-05 12:00:00+00:00,0.8558,0.85595,0.8553,0.85544,1586
2024-03-05 13:00:00+00:00,0.85547,0.8555,0.85463,0.85465,2820
