Datetime,Open,High,Low,Close,Volume
2024-03-04 01:00:00+00:00,0.88296,0.88384,0.88292,0.88354,1714
2024-03-04 02:00:00+00:00,0.88356,0.88373,0.88258,0.8827,898
2024-03-04 03:00:00+00:00,0.88267,0.88302,0.88252,0.88276,1061
2024-03-04 04:00:00+00:00,0.88276,0.88336,0.8826,0.8833,832
2024-03-04 05:00:00+00:00,0.88331,0.88352,0.88288,0.88316,1056
2024-03-04 06:00:00+00:00,0.88316,0.88342,0.8829,0.88298,1356
2024-03-04 07:00:00+00:00,0.88294,0.88334,0.88058,0.88096,2652
2024-03-04 08:00:00+00:00,0.88096,0.88262,0.88091,0.88234,3568
2024-03-04 09:00:00+00:00,0.88236,0.88265,0.8819,0.88254,2902
2024-03-04 10:00:00+00:00,0.88254,0.88376,0.88254,0.88322,2679
2024-03-04 11:00:00+00:00,0.88323,0.88408,0.88304,0.88367,2069
2024-03-04 12:00:00+00:00,0.88364,0.88517,0.88359,0.88506,1946
2024-03-04 13:00:00+00:00,0.88502,0.88642,0.88438,0.88447,2766
2024-03-04 14:00:00+00:00,0.88444,0.88553,0.88428,0.8844,3276
2024-03-04 15:00:00+00:00,0.88442,0.88614,0.88437,0.88474,3298
2024-03-04 16:00:00+00:00,0.88479,0.88484,0.88394,0.88422,2800
2024-03-04 17:00:00+00:00,0.8842,0.88498,0.88401,0.88434,2050
2024-03-04 18:00:00+00:00,0.88436,0.88506,0.8839,0.88498,1151
2024-03-04 19:00:00+00:00,0.88496,0.88508,0.88463,0.88505,1439
2024-03-04 20:00:00+00:00,0.88502,0.88518,0.88465,0.88484,1126
2024-03-04 21:00:00+00:00,0.88482,0.88498,0.88473,0.88495,991
2024-03-04 22:00:00+00:00,0.88488,0.88541,0.88447,0.8849,2688
2024-03-04 23:00:00+00:00,0.88485,0.88532,0.88476,0.88528,1006
2024-03-05 00:00:00+00:00,0.88528,0.88539,0.88496,0.88516,1041
2024-03-05 01:00:00+00:00,0.88516,0.88576,0.885,0.88554,1694
2024-03-05 02:00:00+00:00,0.88553,0.8857,0.88515,0.88534,1172
2024-03-05 03:00:00+00:00,0.88532,0.88542,0.88491,0.88514,841
2024-03-05 04:00:00+00:00,0.88512,0.88556,0.88512,0.88544,1395
2024-03-05 05:00:00+00:00,0.88546,0.88574,0.88524,0.88561,1691
2024-03-05 06:00:00+00:00,0.88559,0.88622,0.88551,0.88554,1708
2024-03-05 07:00:00+00:00,0.88556,0.88656,0.88556,0.88582,2061
2024-03-05 08:00:00+00:00,0.88582,0.88595,0.88523,0.88584,3565
2024-03-05 09:00:00+00:00,0.88584,0.8862,0.88508,0.8858,2786
2024-03-05 10:00:00+00:00,0.88584,0.88632,0.88566,0.8862,1824
2024-03-05 11:00:00+00:00,0.8862,0.8864,0.88585,0.88612,1729
2024-03-05 12:00:00+00:00,0.88612,0.88664,0.88612,0.88628,1705
2024-03-05 13:00:00+00:00,0.88628,0.88637,0.88508,0.88536,3381
2024-03-05 14:00:00+00:00,0.88535,0.88549,0.8844,0.88533,3767
2024-03-05 15:00:00+00:00,0.8849,0.8849,0.8826,0.88269,6279
2024-03-05 16:00:00+00:00,0.8827,0.88396,0.88258,0.88374,4746
